Titulo-Artista|Letra
Dono da Promessa-Kellen Byanca|"Como é difícil acreditar
Quando eu não posso ver
Será que vai acontecer?
A minha impaciência mexe com minha estrutura
E ativa ansiedade
Mas eu não vou deixar de crer Mas é neste momento que Deus entra em cena
E o tempo deixa de ser um problema pra mim
E eu desacelero e passo acreditar
Que, no final de tudo, Ele vai cuidar Não existe nada que impeça
Eu conheço o dono da promessa
Ele se mantém fiel a mim
Ele se mantém fiel
E por mais que eu tenha pressa
O tempo não anula a promessa, não
Ele se mantém fiel a mim
Ele se mantém fiel a mim Mas é neste momento que Deus entra em cena
E o tempo deixa de ser um problema pra mim
E eu desacelero e passo acreditar
Que, no final de tudo, Ele vai cuidar Não existe nada que impeça
Eu conheço o dono da promessa
Ele se mantém fiel a mim
Ele se mantém fiel
E por mais que eu tenha pressa
O tempo não anula a promessa
Ele se mantém fiel a mim
Ele se mantém fiel a mim Fiel a mim
Mesmo que eu não mereça, Ele é fiel a mim
Fiel a mim
Eu não tenho por que duvidar
No Seu tempo, tudo cumprirá Não existe nada que impeça
Eu conheço o dono da promessa
Ele se mantém fiel a mim
Ele se mantém fiel a mim
E por mais que eu tenha pressa
O tempo não anula a promessa
Ele se mantém fiel a mim
Ele se mantém fiel a mim (Ele se mantém fiel) Ele é fiel
(Ele se mantém fiel) Ele é fiel
(Ele se mantém fiel a mim)
(Ele se mantém fiel)
(Ele se mantém fiel a mim)
Ele é fiel Pois Ele é fiel Não existe nada que impeça
Eu conheço o dono da promessa
Ele se mantém fiel a mim
Ele se mantém fiel a mim
E por mais que eu tenha pressa
O tempo não anula a promessa, não
Ele se mantém fiel a mim
Ele se mantém fiel a mim"
No One-Alicia Keys|"I just want you close
Where you can stay forever
You can be sure
That it will only get better You and me together
Through the days and nights
I don't worry, 'cause
Everything's gonna be alright People keep talking
They can say what they like
But all I know is
Everything's gonna be alright No one, no one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel
For you, you, you
Can get in the way of what I feel for you When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain You and me together
Through the days and nights
I don't worry, 'cause
Everything's gonna be alright People keep talking
They can say what they like
But all I know is
Everything's gonna be alright No one, no one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel
For you, you, you
Can get in the way of what I feel I know, some people search the world
To find something like what we have
I know, people will try
Try to divide something so real
So 'till the end of time
I'm telling you
There ain't no one No one, no one
Can get in the way of what I'm feeling
No one, no one, no one
Can get in the way of what I feel for you Oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh Oh, oh, oh
Oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh"
Patience-Guns N' Roses|"One, two, one, two, three, four Shed a tear 'cause I'm missing you
I'm still alright to smile
Girl, I think about you every day now
Was a time when I wasn't sure
But you set my mind at ease
There is no doubt you're in my heart now Said: Woman, take it slow
And it'll work itself out fine
All we need is just a little patience
Said: Sugar, make it slow
And we'll come together fine
All we need is just a little patience
Patience I sit here on the stairs
'Cause I'd rather be alone
If I can't have you right now I'll wait, dear
Sometimes I get so tense
But I can't speed up the time
But you know, love, there's one more thing to consider Said: Woman, take it slow
And things will be just fine
You and I'll just use a little patience
Said: Sugar, take the time
'Cause the lights are shining bright
You and I've got what it takes to make it We won't fake it
I'll never break it
'Cause I can take it Little patience
Need a little patience
Just a little patience
Some more patience I've been walking the streets at night
Just trying to get it right (need some patience)
It's hard to see with so many around
You know, I don't like being stuck in the crowd
(Could use some patience) And the streets don't change but, baby, the names
I ain't got time for the game
(Gotta have some patience)
'Cause I need you
But I need you (all it takes is patience) I need you (just a little patience)
I need you (is all you need)
This time"
Starman-David Bowie|"Hey, now, now
Goodbye, love Didn't know what time it was, the lights were low
I leaned back on my radio
Some cat was layin' down some rock 'n' roll
Lotta soul, he said Then the loud sound did seem to fade
Came back like a slow voice on a wave of phase
That weren't no DJ, that was hazy cosmic jive There's a Starman waiting in the sky
He'd like to come and meet us
But he thinks he'd blow our minds There's a Starman waiting in the sky
He's told us not to blow it
'Cause he knows it's all worthwhile, he told me
Let the children lose it
Let the children use it
Let all the children boogie I had to phone someone, so I picked on you
Hey, that's far out, so you heard him too?
Switch on the TV, we may pick him up on channel two Look out your window, I can see his light
If we can sparkle, he may land tonight
Don't tell your poppa or he'll get us locked up in fright There's a Starman waiting in the sky
He'd like to come and meet us
But he thinks he'd blow our minds There's a Starman waiting in the sky
He's told us not to blow it
'Cause he knows it's all worthwhile, he told me
Let the children lose it
Let the children use it
Let all the children boogie Starman waiting in the sky
He'd like to come and meet us
But he thinks he'd blow our minds There's a Starman waiting in the sky
He's told us not to blow it
'Cause he knows it's all worthwhile, he told me
Let the children lose it
Let the children use it
Let all the children boogie La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la"
No Jardim-Harpa Cristã|"No jardim Jesus Cristo clamava
Quando os ímpios O foram prender
E falando com o Pai suplicava
Pelo cálice que ia beber Com Jesus a minha alma deseja estar
No jardim, em constante oração
Quando a noite chegar, e o mal me cercar
Quero estar em constante oração Qual orvalho que dá vida às flores
Assim é para o crente a oração
Meus cuidados, tristezas e dores
Cristo as sabe por minha oração Com Jesus a minha alma deseja estar
No jardim, em constante oração
Quando a noite chegar, e o mal me cercar
Quero estar em constante oração Jesus teve completa vitória
Porque sempre viveu em oração
Muitos santos chegaram à glória
Sob o manto da doce oração Com Jesus a minha alma deseja estar
No jardim, em constante oração
Quando a noite chegar, e o mal me cercar
Quero estar em constante oração Renovados em forças seremos
Nós teremos uma nova unção
E com Deus, no jardim falaremos
Se vivermos sempre em oração Com Jesus a minha alma deseja estar
No jardim, em constante oração
Quando a noite chegar, e o mal me cercar
Quero estar em constante oração"
Shape Of You-Ed Sheeran|"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow Come over and start up a conversation with just me
And trust me, I'll give it a chance
Now take my hand, stop, put Van The Man on the jukebox
And then we start to dance
And now I'm singing like Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say: Boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Everyday discovering something brand new
I'm in love with your body Oh I, oh I, oh I, oh I
I'm in love with your body
Oh I, oh I, oh I, oh I
I'm in love with your body
Oh I, oh I, oh I, oh I
I'm in love with your body
Everyday discovering something brand new
I'm in love with the shape of you One week in, we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate We talk for hours and hours about the sweet and the sour
And how your family is doing okay
Leave and get in a taxi, then kiss in the backseat
Tell the driver: Make the radio play
And I'm singing like Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say: Boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Everyday discovering something brand new
I'm in love with your body Oh I, oh I, oh I, oh I
I'm in love with your body
Oh I, oh I, oh I, oh I
I'm in love with your body
Oh I, oh I, oh I, oh I
I'm in love with your body
Everyday discovering something brand new
I'm in love with the shape of you Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Everyday discovering something brand new
I'm in love with your body Come on, be my baby, come on
Come on, be my baby, come on (I'm in love with your body)
Come on, be my baby, come on
Come on, be my baby, come on (I'm in love with your body) Come on, be my baby, come on
Come on, be my baby, come on (I'm in love with your body)
Everyday discovering something brand new
I'm in love with the shape of you"
Bom Estarmos Aqui-Corinhos Evangélicos|"Bom estarmos aqui louvando a Deus
Podendo exaltar Seu santo nome
Tempo para isso, tempo para louvarmos a Deus
Num só amor, num só espírito
Tempo para isso, tempo para louvarmos a Deus
Num só amor, num só espírito Bom estarmos aqui louvando a Deus
Podendo exaltar Seu santo nome
Tempo para isso, tempo para louvarmos a Deus
Num só amor, num só espírito
Tempo para isso, tempo para louvarmos a Deus
Num só amor, num só espírito Deus, venha nos abençoar
E que esta união nunca falte para nós
Deus, venha nos abençoar
E que esta união nunca falte para nós Deus, venha nos abençoar
E que esta união nunca falte para nós
Deus, venha nos abençoar
E que esta união nunca falte para nós Deus, venha nos abençoar
E que esta união nunca falte para nós
Deus, venha nos abençoar
E que esta união nunca falte para nós Deus, venha nos abençoar
E que esta união nunca falte para nós
Deus, venha nos abençoar
E que esta união nunca falte para nós"
MILLION DOLLAR BABY-Tommy Richman|"Do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, do it, baby, do what I should think
Do it, do it, baby, do what I could think
Do it, do it, do it, baby, do what I should think
Do it, baby, do what I could think
Do it, do it, do it, baby, do what I should think
Do it, do it baby, do what I could think I ain't never rep a set, baby (tsk, tsk)
I ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it, so badly (mm, mm, mm)
I'm a million dollar baby (mm, mm, mm), don't at me
Yeah, hell no (yeah, yeah) You rep my city for so damn long (ah, ah)
But you still don't notice me, my sound next (mhm)
VA next (yeah, yeah), I'm at they neck (yeah, yeah)
I'm running up a check (yeah, yeah, yeah, yeah)
She a bad lil' mama, she a diva (mm)
No matter what happens, he cannot come between us again (mm, mm, mm)
I know we're better than friends (better than friends)
I took her to Queen's Gambit (yeah, yeah), showed around my friends
Tried to pick some energy up, it don't matter
I know you haven't moved on if you tried (oh, no)
I don't believe it, baby, I know you lied (oh, no)
All night long, what you mean, I changed?
Haven't stayed the same
I've been losing my mind (ooh, ooh, ooh)
I said: The city is mine (ooh, ooh, ooh) I ain't never rep a set, baby (tsk, tsk)
I ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it, so badly (mm, mm, mm)
I'm a million dollar baby (mm, mm, mm), don't at me I ain't never rep a set, baby (tsk, tsk)
I ain't do no wrong
I could clean up good for you
Oh, I know right from wrong
'Cause I wanna make it, so badly (mm, mm, mm)
I'm a million dollar baby (mm, mm, mm), don't at me
(Oh, no, no, no) Hell, hell nah
Yeah, hell, hell nah
(Hell, hell nah) do it, baby, do what I should think
(Hell, hell nah) do it, do it, baby, do what I could think
Do it, baby, do what I should think (hell, hell nah)
Do it, do it, baby, do what I could think
Hell, hell nah
Hell, hell nah"
Sure Thing-Miguel|"Love you like a brother
Treat you like a friend
Respect you like a lover You could bet that
Never gotta sweat that
You could bet that
Never gotta sweat that You could bet that
Never gotta sweat that
You could bet that
Never gotta sweat that If you be the cash
I'll be the rubberband
You be the match
Imma be your fuse, boom! Painter, baby
You could be the muse
I'm the reporter, baby
You could be the news 'Cause you're the cigarette
And I'm the smoker
We raise a bet
'Cause your a joker
Checked off You are the chalk
And I could be the blackboard
And you can be the talk
And I could be the walk Even when the sky comes fallin'
Even when the Sun don't shine
I got faith in you and I
So put your pretty little hand in mine Even when we're down to the wire, baby
Even when it's do or die
We can do it, baby, simple and plain
'Cause this love is a sure thing You could bet that
Never gotta sweat that
You could bet that
Never gotta sweat that You could bet that
Never gotta sweat that
You could bet that
Never gotta sweat that You could be the lover
I'll be the fighter, baby
If I'm the blunt
You could be the lighter, baby
Fire it up! Writer, baby
You could be the quote
If I'm the lyric, baby
You could be the note
Record that! Saint, I'm a sinner
Prize, I'm a winner
And it's you
What can I do to deserve that Paper, baby, I'll be the pen
Say that I'm the one
'Cause you are ten
Real and not pretend! Even when the sky comes fallin'
Even when the Sun don't shine
I got faith in you and I
So put your pretty lil hand in mine Even when were down to the wire, baby
Even when it's do or die
We can do it, baby, simple and plain
'Cause this love is a sure thing Rock with me, baby
Let me hold you in my arms
Talk with me, baby Rock with me, baby
Let me hold you in my arms
Talk with me, baby This love between you and I
As simple as pie, baby
Such a sure thing
Oh, is it a sure thing Even when the sky comes fallin'
Even when the Sun don't shine
I got faith in you and I
So put your pretty little hand in mine Even when we're down to the wire, baby
Even when it's do or die
We can do it, baby, simple and plain
This love is a sure thing Love you like a brother
Treat you like a friend
Respect you like a lover"
Wildest Dreams-Taylor Swift|"He said: Let's get out of this town
Drive out of the city
Away from the crowds
I thought: Heaven can't help me now
Nothing lasts forever
But this is gonna take me down He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ah, aah
Wildest dreams, ah, ah, aah I said: No one has to know what we do
His hands are in my hair
His clothes are in the room
And his voice is a familiar sound
Nothing lasts forever
But this is getting good now He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request, it is Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ah, aah (aah)
Wildest dreams, ah, ah, aah You'll see me in hindsight
Tangled up with you all night
Burning it down
Someday, when you leave me
I bet these memories
Follow you around You'll see me in hindsight
Tangled up with you all night
Burning (burning) it (it) down (down)
Someday, when you leave me
I bet these memories
Follow (follow) you (you) around (around) (follow you around) Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend Say you'll remember me
Standing in a nice dress
Staring at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (just pretend, just pretend)
Wildest dreams, ah, ah, aah (aah)
Wildest dreams, ah, ah, aah
Even if it's just in your wildest dreams, ah, ah, aah
In your wildest dreams, ah, ah, aah"
All Star-Nando Reis|"Estranho seria se eu não me apaixonasse por você
O sal viria doce para os novos lábios Colombo procurou as Índias
Mas a Terra avisto em você
O som que eu ouço
São as gírias do seu vocabulário Estranho é gostar tanto do seu All Star azul
Estranho é pensar que o bairro das Laranjeiras
Satisfeito, sorri, quando chego ali
E entro no elevador Aperto o 12, que é o seu andar
Não vejo a hora de te encontrar
Continuar aquela conversa
Que não terminamos ontem
Ficou pra hoje Estranho, mas já me sinto
Como um velho amigo seu
Seu All Star azul combina
Com o meu, preto, de cano alto Se o homem já pisou na Lua
Como eu ainda não tenho seu endereço?
O tom que eu canto as minhas músicas
Na sua voz, parece exato Estranho é gostar tanto do seu All Star azul
Estranho é pensar que o bairro das Laranjeiras
Satisfeito, sorri, quando chego ali
E entro no elevador Aperto o 12, que é o seu andar
Não vejo a hora de te encontrar
Continuar aquela conversa
Que não terminamos ontem Ficou nas Laranjeiras
Satisfeito, sorri, quando chego ali
E entro no elevador Aperto o 12, que é o seu andar
Não vejo a hora de te encontrar
E continuar aquela conversa
Que não terminamos ontem
Ficou pra hoje
Hoje, hoje, hoje"
In Memorian-Mara Lima|"Sempre vou lembrar da coragem, do amor
Da firmeza e vontade, da fé e devoção
Da igreja do tempo de Paulo, de Pedro e João
Que enfrentaram a fúria de Roma
Mas nunca negaram sua fé de cristãos
É um exemplo pra mim, verdadeira lição Eu queria ver a bravura dos santos
Em plena arena enfrentando os leões
Quanto mais a fogueira queimava
Mais se ouvia o louvor dos nossos irmãos
Sob o sangue, tombavam nas ruas
Chegavam no céu com a vitória nas mãos
É um exemplo pra mim, verdadeira lição Oh, meu Deus
Reaviva Tua igreja de novo
Faz a chama arder neste povo
Como foram os primeiros cristãos Oh, meu Deus
Reaviva Tua igreja de novo
Faz a chama arder neste povo
Começando em meu coração Eu queria ver a bravura dos santos
Em plena arena enfrentando os leões
Quanto mais a fogueira queimava
Mais se ouvia o louvor dos nossos irmãos
Sob o sangue, tombavam nas ruas
Chegavam no céu com a vitória nas mãos
É um exemplo pra mim, verdadeira lição Oh, meu Deus
Reaviva Tua igreja de novo
Faz a chama arder neste povo
Como foram os primeiros cristãos Oh, meu Deus
Reaviva Tua igreja de novo
Faz a chama arder neste povo
Começando em meu coração Oh, meu Deus
Reaviva Tua igreja de novo
Faz a chama arder neste povo
Começando em meu coração"
Doubt-Twenty One Pilots|"Scared of my own image
Scared of my own immaturity
Scared of my own ceiling
Scared I'll die of uncertainty
Fear might be the death of me
Fear leads to anxiety
Don’t know what’s inside of me Don't forget about me
Don't forget about me
Even when I doubt you
I'm no good without you, no, no Temperature is dropping
Temperature is dropping
I'm not sure if I can
See this ever stopping
Shaking hands with the dark parts of my thoughts, no
You are all that I’ve got, no Don't forget about me
Don't forget about me
Even when I doubt you
I'm no good without you, no, no, no, no, no Gnawing on the bishops
Claw away at the system
Repeating simple phrases
Someone holy insisted
Want the mark he's made on my skin
To mean something to me again
Hope you haven't left without me
Hope you haven't left without me, please Don't forget about me
Don't forget about me
Even when I doubt you
I'm no good without you, no Don't forget about me
Don't forget about me
Even when I doubt you
I'm no good without you, no, no, no, no Hey, hey
Don't forget about me, no
Hey, hey
Don't forget about me, no
Hey, hey
Don't forget about me, no
Hey, hey
Don't forget about me, no"
Que Se Abram Os Céus-Nívea Soares|"Tu és bem-vindo aqui
E em nosso coração
Toma a direção Deus, fogo consumidor
Sem impedimentos, vem
Face a face, Senhor Sopra em nós
Espírito
Te queremos, Deus Estou de pé
Na presença do Rei
Sua glória está aqui
Teu amor liberta-me Estás aqui
No trono de louvor
Tua presença me curou
Fascinado estou Sopra em nós
Espírito
Te queremos, Deus Sopra em nós
Espírito
Te queremos, Deus Sopra em nós
Espírito
Te queremos, Deus Ô, ô, úh!
Te queremos, Deus
Ô, ô, úh! Temos sede de Ti, Senhor
Que se abram os céus
O Teu reino vem
Nossa fé está no nosso Deus
Que se abram os céus
O Teu reino vem
Nossa fé está no nosso Deus Que se abram os céus (que os céus fechados se abram)
O Teu reino vem (Teu reino venha mover)
Nossa fé está (a nossa fé e esperança)
No nosso Deus (estão em Deus, grande Deus) Que se abram os céus (que os céus fechados, se abram)
O Teu reino vem (Teu reino venha mover)
Nossa fé está (a nossa fé e esperança)
No nosso Deus (estão em Deus, grande Deus) Que os céus fechados se abram
Teu reino venha mover
A nossa fé e esperança
Estão em Deus
Grande Deus!"
Sorriso no Rosto (part. Boladin 211 & Mc Rick)-MC Leozin|"Ai ai
Nós é a cara do crime hoje
Boladin chama ela
É assim ó [Boladin 211]
Ela, ela
Ela e as amigas dela
São baladeiras e gosta de festa
Uma mais linda que a outra
E gosta de vir curtir o baile da serra
Eu sabotei o copo dela
Ela ficou mais contente
Ela ficou viciada
Tá na favela e tá sorridente
Eu solto pela boca
Ela passa e me olha
Eu com a Glock de roupa
Cumprindo meu posto
Eu vi sorriso no rosto
Eu vi sorriso no rosto
Ela e as amigas dela
Deseja dançar com os menino do moço
Eu vi sorriso no rosto
Eu vi sorriso no rosto [MC Leozin]
Nosso lugar de paz aqui na favela
Meia noite ela se arruma que a a festa começa
E da zona sul ela vem, vem
Vem, vem bailar
Eu com os amigos no meio do baile
A Glock no bolso e o lança pro ar
E na cara do crime ela quer
Na cara do crime ela quer jogar
E na cara do crime ela quer
Na cara do crime ela quer jogar
Eu com os amigos no meio do baile
A Glock no bolso e o lança pro ar
Eu com os amigos no meio do baile
A Glock no bolso e o lança pro ar [MC Rick]
Tô à toa, descansando hoje
Por que ontem de noite eu tava no corre
Qual a boa?
Fala com nelson
Que eu vou piar com meu bonde pesado
Comunicando no radio
Tá tudo calmo
Tudo tranquilo
No setor dos cria
Elas vem de longe
Vem de carro por que minha quebrada é mídia
Vem de bonde
Vem com as gata
Que nós agita a resenha
Você bebi depois transa
Você bebi depois senta
Olha a paisagem pega viagem
Enquanto eu jogo esse beck na seda
Kika com a buceta
Vai sentar com a buceta [Boladin 221]
Eu solto pela boca
Ela passa e me olha
Eu com a Glock de roupa Cumprindo meu posto
Eu vi sorriso no rosto
Eu vi sorriso no rosto
Ela e as amigas dela
Deseja dançar com os menino do moço
Eu vi sorriso no rosto
Eu vi sorriso no rosto [MC Leozin]
Nosso lugar de paz aqui na favela
Meia noite ela se arruma que a a festa começa
E da zona sul ela vem, vem
Vem, vem bailar
Eu com os amigos no meio do baile
A Glock no bolso e o lança pro ar
E na cara do crime ela quer
Na cara do crime ela quer jogar
E na cara do crime ela quer
Na cara do crime ela quer jogar
Eu com os amigos no meio do baile
A Glock no bolso e o lança pro ar
Eu com os amigos no meio do baile
A Glock no bolso e o lança pro ar"
Get You (feat. Kali Uchis)-Daniel Caesar|"Through drought and famine, natural disasters
My baby has been around for me
Kingdoms have fallen, angels be calling
None of that could ever make me leave
Every time I look into your eyes I see it
You're all I need
Every time I get a bit inside I feel it Oh, who would've thought I'd get you
Oh, who would've thought I'd get you And when we're making love
Your cries they can be heard from far and wide
It's only the two of us
Everything I need's between those thighs
Every time I look into your eyes I see it
You're all I need
Every time I get a bit inside I feel it Oh, who would've thought I'd get you
Oh, who would've thought I'd get you And I’ll take some time
Just to be thankful
That I had days full of you, you
Before it winds down into
The memories, it’s all just memories (If you've got someone you like)
Don't you love when I come around
(Feel something that's right, somebody just tell somebody)
Bill you up then I take you down (If you've got someone you like)
Don't you love when I come around
(Feel something that's right, somebody just tell somebody)
Build you up then I take Oh, who would've thought I'd get you
Oh, who would've thought I'd get you This feels like summer
Boy, you make me feel so alive
Just be my lover
Boy, you'll lead me to paradise"
Guilty as Sin?-Taylor Swift|"Drowning in the Blue Nile
He sent me Downtown Lights
I hadn't heard it in a while
My boredom's bone deep
This cage was once just fine
Am I allowed to cry? I dream of cracking locks
Throwing my life to the wolves, or the ocean rocks
Crashing into him tonight, he's a paradox
I'm seeing visions, am I bad? Or mad? Or wise? What if he's written mine on my upper thigh only in my mind?
One slip and falling back into the hedge maze, oh, what a way to die
I keep recalling things we never did
Messy top lip kiss, how I long for our trysts
Without ever touching his skin
How can I be guilty as sin? I keep these longings locked in lowercase inside a vault
Someone told me: There's no such thing as bad thoughts, only your actions talk
These fatal fantasies giving way to labored breath
Taking all of me, we've already done it in my head
If it's make believe, why does it feel like a vow
We'll both uphold somehow? What if he's written mine on my upper thigh only in my mind?
One slip and falling back into the hedge maze, oh, what a way to die
My bedsheets are ablaze, I screamed his name
Building up like waves crashing over my grave
Without ever touching his skin
How can I be guilty as sin? What if I roll the stone away?
They're gonna crucify me anyway
What if the way you hold me is actually what's holy?
If long suffering propriety is what they want from me
They don't know how you've haunted me so stunningly
I choose you and me, religiously What if he's written mine on my upper thigh only in my mind?
One slip and falling back into the hedge maze, oh, what a way to die
I keep recalling things we never did
Messy top lip kiss, how I long for our trysts
Without ever touching his skin
How can I be guilty as sin? He sent me Downtown Lights
I hadn't heard it in a while
Am I allowed to cry?"
Gera-Sebo-TURMINHA DO ALÇAFRÃO BONDOSO|"O gera-sebo vai rodando devagar
Ele curte geleinhas, ele gosta de pingar
De repente, na manhã, vai surgindo o gera-sebo
Toda vez que ele pinga, pinga em mim um novo sebo O gera-sebo vai rodando devagar
Ele curte geleinhas, ele gosta de pingar
De repente, na manhã, vai surgindo o gera-sebo
Toda vez que ele pinga, pinga em mim um novo sebo"
Réquiem-Guilherme de Sá|"Se soubesse meu bem
O quanto eu sinto
Por redigir este requiem
Neste triste céu de agosto
Eu desgasto e gasto e fim
N'onde pouco que me resta
É um porém, sim
Mas o choro, ouve Sabe a dor que está aí?
Sabe quando reza pelo fim?
Vai passar, vai passar
Sabe o vazio que habita em ti?
Sabe o amanhã que viu ruir?
Vai passar, vai passar Meu bem, se eu pudesse ter
Um efêmero zéfiro a mais
Te diria que as dores do seu mundo passarão
Antes que entoem seu pior trovão
Antes que troveje-lhe o último refrão Sabe o mal que te aflige?
Sabe a ira que te consome?
Vai passar, vai passar
Sabe quando tudo é culpa
E só há desespero?
Então, também vai passar
Vai passar Quando o Senhor de todo temor
Perder a contenda que há no seu peito
Angustiado, sofrido Sabe o orgulho? Vai cair
Sabe a solidão? Vai sumir.
Vai passar, vai passar
Sabe a memória? Vai trair
Mesmo que esqueça-me
Vai passar, vai passar
Tudo passa."
Amigo de Todas As Horas-Bruna Karla|"Um carinho teu tira qualquer dor
Um abraço teu
Me traz segurança no meu caminhar
Quando eu chorar
Um conselho teu me consola a alma Pai, amigo de todas as horas
Diz a verdade até se doer
Pai, espelho pra minha jornada
Mamãe fez bem em te escolher Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo que eu preciso Um carinho teu tira qualquer dor
Um abraço teu
Me traz segurança no meu caminhar
Quando eu chorar
Um conselho teu me consola a alma Pai, amigo de todas as horas
Diz a verdade até se doer
Pai, espelho pra minha jornada
Mamãe fez bem em te escolher Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo que eu preciso Não esqueci das histórias contadas
Pra eu dormir
Pai, como é bom me lembrar das canções
Que cantavas pra mim Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo que eu preciso Um carinho teu tira qualquer dor
Um abraço teu
Me traz segurança no meu caminhar
Quando eu chorar
Um conselho teu me consola a alma Pai, amigo de todas as horas
Diz a verdade até se doer
Pai, espelho pra minha jornada
Mamãe fez bem em te escolher Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo que eu preciso Um carinho teu tira qualquer dor
Um abraço teu
Me traz segurança no meu caminhar
Quando eu chorar
Um conselho teu me consola a alma Pai, amigo de todas as horas
Diz a verdade até se doer
Pai, espelho pra minha jornada
Mamãe fez bem em te escolher Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo que eu preciso Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo o que eu preciso Não esqueci das histórias contadas
Pra eu dormir
Pai, como é bom me lembrar das canções
Que cantavas pra mim Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo que eu preciso Me ensinou amar, me ensinou sonhar
Se hoje estou aqui eu devo a ti
Vi em teu olhar o amor de Deus
Transferindo pra mim tudo o que eu preciso"
